"SR - Tipo BP","ID Service Request","SR - Stato Sistema","SR - Stato utente","SR - Categorizzazione I","SR - Categorizzazione II","SR - Categorizzazione III","SR - Tipo processo","
N. SR","codice_BP"
"Privato","8000367095","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001678"
"Privato","8000367097","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001061"
"Privato","8000367101","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001711"
"Privato","8000367104","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000908"
"Privato","8000367105","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001751"
"Privato","8000367106","Aperto","In attesa consuntivazione Ods","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001894"
"Privato","8000367107","Aperto","Nuovo","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001313"
"Privato","8000367111","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001081"
"Privato","8000367116","Concluso","Chiuso","Processi commerciali","Subentro","Posa misuratore","Subentro","1","1000001560"
"Privato","8000367117","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001215"
"Privato","8000367121","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001837"
"Privato","8000367124","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001983"
"Privato","8000367125","Concluso","Annullato","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000000952"
"Privato","8000367127","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001445"
"Privato","8000367128","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001780"
"Privato","8000367130","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001891"
"Privato","8000367134","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001302"
"Privato","8000367135","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001303"
"Privato","8000367136","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001190"
"Privato","8000367146","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001049"
"Privato","8000367147","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002053"
"Privato","8000367148","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001622"
"Privato","8000367149","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002099"
"Privato","8000367150","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001472"
"Privato","8000367151","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001561"
"Privato","8000367156","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001631"
"Privato","8000367158","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001057"
"Privato","8000367161","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Mancato rimborso","Reclamo","1","1000001339"
"Privato","8000367163","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001474"
"Privato","8000367168","Aperto","In lavorazione","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001070"
"Privato","8000367173","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000002094"
"Privato","8000367174","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001700"
"Privato","8000367176","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001230"
"Privato","8000367180","Concluso","Chiuso","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001893"
"Privato","8000367182","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001337"
"Privato","8000367184","Aperto","In attesa fatturazione","Gestione utenza","Verifica da Cliente","Verifica pressione","Verifica da Cliente","1","1000001577"
"Privato","8000367187","Aperto","In attesa fatturazione","Gestione utenza","Verifica da Cliente","Verifica pressione","Verifica da Cliente","1","1000001599"
"Privato","8000367190","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001679"
"Privato","8000367191","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001443"
"Privato","8000367192","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001067"
"Privato","8000367198","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001513"
"Privato","8000367199","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001132"
"Privato","8000367200","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000000941"
"Privato","8000367202","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001260"
"Privato","8000367203","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001997"
"Privato","8000367208","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000002037"
"Privato","8000367210","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000001740"
"Privato","8000367211","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001537"
"Privato","8000367215","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001580"
"Privato","8000367222","Concluso","Chiuso","Processo Commerciale","Voltura a titolo gratuito","ZCAT01/Senza attribuz.","Voltura gratuita","1","1000001500"
"Privato","8000367224","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001124"
"Privato","8000367229","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001464"
"Privato","8000367232","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001344"
"Privato","8000367233","Aperto","In attesa consuntivazione Ods","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000002070"
"Privato","8000367239","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001531"
"Privato","8000367244","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001573"
"Privato","8000367248","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000002072"
"Privato","8000367250","Concluso","Chiuso","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001902"
"Privato","8000367251","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001523"
"Privato","8000367253","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000001552"
"Privato","8000367254","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001872"
"Privato","8000367255","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001213"
"Privato","8000367263","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000000942"
"Privato","8000367264","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001816"
"Privato","8000367268","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001970"
"Privato","8000367271","Concluso","Chiuso","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001105"
"Privato","8000367273","Concluso","Chiuso","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000000971"
"Privato","8000367274","Concluso","Annullato","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001248"
"Privato","8000367275","Aperto","Nuovo","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001519"
"Privato","8000367276","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001264"
"Privato","8000367277","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001022"
"Privato","8000367282","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000884"
"Privato","8000367288","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001578"
"Privato","8000367290","Concluso","Chiuso","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001585"
"Privato","8000367291","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001406"
"Privato","8000367292","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001551"
"Privato","8000367294","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001324"
"Privato","8000367297","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Mancato rimborso","Reclamo","1","1000001385"
"Privato","8000367298","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000970"
"Privato","8000367299","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001634"
"Privato","8000367301","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001605"
"Privato","8000367302","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001000"
"Privato","8000367303","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000000919"
"Privato","8000367310","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001910"
"Privato","8000367312","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001935"
"Privato","8000367314","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001173"
"Privato","8000367315","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001592"
"Privato","8000367316","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001976"
"Privato","8000367318","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001626"
"Privato","8000367320","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001797"
"Privato","8000367324","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000001328"
"Privato","8000367333","Aperto","Necessaria operatività","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000001851"
"Privato","8000367337","Aperto","Necessaria operatività","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000001448"
"Privato","8000367339","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000000974"
"Privato","8000367340","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001395"
"Privato","8000367342","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001839"
"Privato","8000367344","Aperto","In lavorazione","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001936"
"Privato","8000367346","Aperto","In attesa consuntivazione Ods","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001301"
"Privato","8000367350","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001588"
"Privato","8000367356","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001888"
"Privato","8000367357","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002073"
"Privato","8000367359","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001497"
"Privato","8000367360","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000000927"
"Privato","8000367361","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001614"
